opeid,pftfac,locale,ugds_white,inexpfte,grad_debt_mdn,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
137200,0.7871,33,0.7541,8328,21421,-3787,6612,2460,-4799
190400,1,33,0.6217,4923,27000,-12899,522,6339,7523
393200,0.9361,33,0.7791,14616,18750,-10164,7761,-4704,-10698
366300,1,33,0.4319,7435,18875,-12899,-8207,3477,-10422
1025600,0.6522,32,0.787,6322,26000,1987,8125,4746,5315
335100,0.4615,21,0.7342,7527,27000,10148,5696,3373,7523
367700,0.953,13,0.8085,8365,13000,-10887,9114,2418,-23399
370300,0.4444,32,0.6611,4143,18873,10880,2334,7228,-10427
382200,0.51,31,0.8315,6032,22478,8073,10171,5076,-2464
186700,0.447,12,0.7294,6321,23848.5,10769,5476,4747,563
815500,0.7379,22,0.6515,8785,17264,-1681,1893,1939,-13981
162100,0.983,13,0.8213,6996,22250,-12171,9702,3978,-2968
109700,0.7419,32,0.8299,9684,26077,-1852,10098,915,5485
368900,1,33,0.8381,7807,27000,-12899,10475,3054,7523
193300,0.7119,33,0.6737,8340,25000,-568,2914,2446,3106
332100,0.8495,31,0.8153,9407,27000,-6457,9426,1231,7523
279000,0.4902,21,0.2189,7724,25000,8920,-18004,3148,3106
162500,0.3473,32,0.8011,4263,11000,15036,8773,7091,-27816
2270400,0.875,21,0.6176,4617,24000,-7549,334,6688,897
3115500,0.9898,12,0.4551,8494,22702,-12462,-7140,2271,-1970
177200,0.2768,21,0.6161,9396,27000,18053,265,1243,7523
183500,0.2941,41,0.7212,10603,28000,17313,5098,-132,9732
198000,0.75,33,0.8247,6131,23000,-2199,9859,4963,-1311
245000,0.4677,11,0.8044,6264,19399,9883,8925,4812,-9265
2090700,0.7647,12,0.4468,8373,9062.5,-2828,-7522,2409,-32095
253300,0.7159,33,0.768,7771,15873,-740,7251,3095,-17053
3516300,0.0946,21,0.6152,4865,26500,25851,223,6406,6419
